Input is random
Test input is from input.txt
Test 857 (139 <-> 139)
Test 858 (263 <-> 250)
Test 859 (252 <-> 252)
Test 860 (261 <-> 261)
Test 861 (318 <-> 318)
Test 862 (222 <-> 181)
Test 863 (192 <-> 164)
Test 864 (165 <-> 165)
Test 865 (250 <-> 250)
Test 866 (260 <-> 260)
Test 867 (208 <-> 191)
Test 868 (157 <-> 157)
Test 869 (211 <-> 211)
Test 870 (283 <-> 283)
Test 871 (191 <-> 191)
Test 872 (264 <-> 247)
Test 873 (315 <-> 257)
Test 874 (225 <-> 217)
Test 875 (211 <-> 202)
Test 876 (214 <-> 210)
Test 877 (261 <-> 261)
Test 878 (192 <-> 192)
Test 879 (225 <-> 225)
Test 880 (217 <-> 217)
Test 881 (156 <-> 148)
Test 882 (372 <-> 372)
Test 883 (138 <-> 138)
Test 884 (137 <-> 137)
Test 885 (323 <-> 323)
Test 886 (278 <-> 266)
Test 887 (214 <-> 214)
Test 888 (225 <-> 213)
Test 889 (228 <-> 228)
Test 890 (172 <-> 159)
Test 891 (292 <-> 292)
Test 892 (247 <-> 247)
Test 893 (258 <-> 258)
Test 894 (213 <-> 210)
Test 895 (302 <-> 302)
Test 896 (294 <-> 294)
Test 897 (254 <-> 254)
Test 898 (321 <-> 321)
Test 899 (299 <-> 299)
Test 900 (187 <-> 167)
Test 901 (129 <-> 105)
Test 902 (268 <-> 266)
Test 903 (293 <-> 293)
Test 904 (302 <-> 302)
Test 905 (230 <-> 230)
Test 906 (283 <-> 283)
Test 907 (258 <-> 258)
Test 908 (276 <-> 276)
Test 909 (295 <-> 287)
Test 910 (273 <-> 273)
Test 911 (279 <-> 279)
Test 912 (215 <-> 215)
Test 913 (266 <-> 245)
Test 914 (321 <-> 291)
Test 915 (177 <-> 171)
Test 916 (179 <-> 157)
Test 917 (123 <-> 123)
Test 918 (258 <-> 258)
Test 919 (283 <-> 283)
Test 920 (257 <-> 257)
Test 921 (260 <-> 242)
Test 922 (216 <-> 208)
Test 923 (338 <-> 288)
Test 924 (224 <-> 224)
Test 925 (155 <-> 155)
Test 926 (257 <-> 257)
Test 927 (162 <-> 123)
Test 928 (173 <-> 173)
Test 929 (205 <-> 205)
Test 930 (158 <-> 158)
Test 931 (249 <-> 230)
Test 932 (143 <-> 134)
Test 933 (241 <-> 241)
Test 934 (269 <-> 269)
Test 935 (137 <-> 137)
Test 936 (290 <-> 290)
Test 937 (298 <-> 298)
Test 938 (177 <-> 177)
Test 939 (238 <-> 164)
Test 940 (264 <-> 264)
Test 941 (211 <-> 211)
Test 942 (219 <-> 163)
Test 943 (247 <-> 226)
Test 944 (303 <-> 291)
Test 945 (244 <-> 237)
Test 946 (293 <-> 293)
Test 947 (276 <-> 276)
Test 948 (291 <-> 261)
Test 949 (105 <-> 105)
Test 950 (247 <-> 220)
Test 951 (261 <-> 238)
Test 952 (144 <-> 138)
Test 953 (256 <-> 256)
Test 954 (267 <-> 267)
Test 955 (295 <-> 295)
Test 956 (261 <-> 261)
Test 957 (219 <-> 203)
Test 958 (356 <-> 356)
Test 959 (252 <-> 252)
Test 960 (294 <-> 285)
Test 961 (312 <-> 312)
Test 962 (270 <-> 245)
Test 963 (185 <-> 167)
Test 964 (272 <-> 272)
Test 965 (276 <-> 276)
Test 966 (241 <-> 191)
Test 967 (183 <-> 169)
Test 968 (359 <-> 359)
Test 969 (167 <-> 167)
Test 970 (306 <-> 269)
Test 971 (326 <-> 326)
Test 972 (132 <-> 131)
Test 973 (216 <-> 216)
Test 974 (191 <-> 191)
Test 975 (213 <-> 213)
Test 976 (206 <-> 206)
Test 977 (192 <-> 192)
Test 978 (283 <-> 249)
Test 979 (123 <-> 105)
Test 980 (268 <-> 268)
Test 981 (271 <-> 271)
Test 982 (273 <-> 273)
Test 983 (224 <-> 224)
Test 984 (149 <-> 148)
Test 985 (253 <-> 253)
Test 986 (302 <-> 302)
Test 987 (269 <-> 265)
Test 988 (214 <-> 214)
Test 989 (265 <-> 265)
Test 990 (253 <-> 253)
Test 991 (299 <-> 299)
Test 992 (251 <-> 246)
Test 993 (185 <-> 173)
Test 994 (171 <-> 171)
Test 995 (325 <-> 322)
Test 996 (193 <-> 193)
Test 997 (344 <-> 344)
Test 998 (188 <-> 187)
Test 999 (301 <-> 283)
Test 1000 (236 <-> 232)
Estimated matched exact in 70.5% of the tests (705/1000)
Enter number of tests (m > 0): 1000
Enter number of nodes in graph (n > 2): 5
Test 1 (403 <-> 403)
Test 2 (306 <-> 306)
Test 3 (322 <-> 322)
Test 4 (318 <-> 318)
Test 5 (380 <-> 380)
Test 6 (280 <-> 280)
Test 7 (341 <-> 341)
Test 8 (386 <-> 386)
Test 9 (277 <-> 213)
Test 10 (379 <-> 369)
Test 11 (290 <-> 276)
Test 12 (370 <-> 370)
Test 13 (386 <-> 354)
Test 14 (350 <-> 350)
Test 15 (283 <-> 258)
Test 16 (326 <-> 326)
Test 17 (318 <-> 297)
Test 18 (398 <-> 373)
Test 19 (414 <-> 414)
Test 20 (395 <-> 395)
Test 21 (261 <-> 261)
Test 22 (352 <-> 333)
Test 23 (284 <-> 259)
Test 24 (364 <-> 356)
Test 25 (352 <-> 323)
Test 26 (204 <-> 204)
Test 27 (308 <-> 277)
Test 28 (305 <-> 234)
Test 29 (324 <-> 324)
Test 30 (346 <-> 346)
Test 31 (282 <-> 270)
Test 32 (404 <-> 404)
Test 33 (373 <-> 373)
Test 34 (359 <-> 312)
Test 35 (385 <-> 375)
Test 36 (223 <-> 217)
Test 37 (363 <-> 327)
Test 38 (213 <-> 200)
Test 39 (303 <-> 303)
Test 40 (319 <-> 267)
Test 41 (308 <-> 308)
Test 42 (349 <-> 349)
Test 43 (222 <-> 222)
Test 44 (280 <-> 280)
Test 45 (378 <-> 326)
Test 46 (224 <-> 199)
Test 47 (285 <-> 285)
Test 48 (348 <-> 304)
Test 49 (372 <-> 372)
Test 50 (240 <-> 240)
Test 51 (317 <-> 316)
Test 52 (263 <-> 263)
Test 53 (272 <-> 272)
Test 54 (388 <-> 385)
Test 55 (389 <-> 328)
Test 56 (376 <-> 353)
Test 57 (390 <-> 390)
Test 58 (343 <-> 317)
Test 59 (363 <-> 363)
Test 60 (314 <-> 314)
Test 61 (237 <-> 237)
Test 62 (352 <-> 317)
Test 63 (393 <-> 393)
Test 64 (352 <-> 309)
Test 65 (389 <-> 369)
Test 66 (340 <-> 307)
Test 67 (363 <-> 363)
Test 68 (359 <-> 279)
Test 69 (374 <-> 374)
Test 70 (297 <-> 295)
Test 71 (291 <-> 256)
Test 72 (288 <-> 272)
Test 73 (313 <-> 265)
Test 74 (334 <-> 258)
Test 75 (258 <-> 258)
Test 76 (306 <-> 306)
Test 77 (342 <-> 316)
Test 78 (372 <-> 372)
Test 79 (380 <-> 313)
Test 80 (260 <-> 216)
Test 81 (326 <-> 317)
Test 82 (318 <-> 318)
Test 83 (338 <-> 338)
Test 84 (366 <-> 340)
Test 85 (183 <-> 173)
Test 86 (334 <-> 305)
Test 87 (373 <-> 373)
Test 88 (339 <-> 324)
Test 89 (314 <-> 314)
Test 90 (346 <-> 337)
Test 91 (276 <-> 276)
Test 92 (314 <-> 314)
Test 93 (281 <-> 281)
Test 94 (210 <-> 175)
Test 95 (388 <-> 334)
Test 96 (321 <-> 316)
Test 97 (255 <-> 238)
Test 98 (387 <-> 387)
Test 99 (358 <-> 355)
Test 100 (173 <-> 149)
Test 101 (272 <-> 247)
Test 102 (329 <-> 290)
Test 103 (351 <-> 351)
Test 104 (363 <-> 356)
Test 105 (424 <-> 424)
Test 106 (333 <-> 333)
Test 107 (243 <-> 243)
Test 108 (399 <-> 399)
Test 109 (398 <-> 398)
Test 110 (314 <-> 314)
Test 111 (405 <-> 367)
Test 112 (332 <-> 273)
Test 113 (356 <-> 338)
Test 114 (416 <-> 366)
Test 115 (343 <-> 321)
Test 116 (239 <-> 239)
Test 117 (329 <-> 329)
Test 118 (303 <-> 279)
Test 119 (271 <-> 202)
Test 120 (407 <-> 385)
Test 121 (379 <-> 379)
Test 122 (295 <-> 264)
Test 123 (163 <-> 141)
Test 124 (321 <-> 296)
Test 125 (365 <-> 323)
Test 126 (264 <-> 260)
Test 127 (422 <-> 422)
Test 128 (287 <-> 287)
Test 129 (395 <-> 375)
Test 130 (362 <-> 362)
Test 131 (373 <-> 373)
Test 132 (344 <-> 344)
Test 133 (300 <-> 293)
Test 134 (341 <-> 341)
Test 135 (328 <-> 323)
Test 136 (375 <-> 310)
Test 137 (365 <-> 365)
Test 138 (300 <-> 256)
Test 139 (317 <-> 239)
Test 140 (258 <-> 256)
Test 141 (352 <-> 341)
Test 142 (346 <-> 328)
Test 143 (367 <-> 367)
Test 144 (390 <-> 390)
Test 145 (334 <-> 334)
Test 146 (387 <-> 387)
Test 147 (441 <-> 441)
Test 148 (253 <-> 253)
Test 149 (361 <-> 344)
Test 150 (328 <-> 267)
Test 151 (353 <-> 319)
Test 152 (374 <-> 352)
Test 153 (354 <-> 280)
Test 154 (335 <-> 269)
Test 155 (316 <-> 316)
Test 156 (316 <-> 290)
Test 157 (307 <-> 307)
Test 158 (305 <-> 258)
Test 159 (330 <-> 330)
Test 160 (306 <-> 306)
Test 161 (319 <-> 263)
Test 162 (401 <-> 397)
Test 163 (391 <-> 370)
Test 164 (348 <-> 348)
Test 165 (317 <-> 303)
Test 166 (423 <-> 395)
Test 167 (249 <-> 248)
Test 168 (310 <-> 294)
Test 169 (359 <-> 318)
Test 170 (307 <-> 307)
Test 171 (376 <-> 339)
Test 172 (341 <-> 295)
Test 173 (271 <-> 225)
Test 174 (303 <-> 301)
Test 175 (296 <-> 296)
Test 176 (240 <-> 240)
Test 177 (319 <-> 302)
Test 178 (307 <-> 307)
Test 179 (327 <-> 326)
Test 180 (373 <-> 353)
Test 181 (382 <-> 325)
Test 182 (344 <-> 311)
Test 183 (344 <-> 321)
Test 184 (297 <-> 280)
Test 185 (269 <-> 269)
Test 186 (309 <-> 254)
Test 187 (279 <-> 279)
Test 188 (325 <-> 282)
Test 189 (286 <-> 286)
Test 190 (316 <-> 316)
Test 191 (385 <-> 326)
Test 192 (335 <-> 335)
Test 193 (304 <-> 221)
Test 194 (169 <-> 142)
Test 195 (304 <-> 217)
Test 196 (310 <-> 310)
Test 197 (270 <-> 234)
Test 198 (249 <-> 249)
Test 199 (282 <-> 273)
Test 200 (298 <-> 298)
Test 201 (251 <-> 251)
Test 202 (291 <-> 288)
Test 203 (273 <-> 273)
Test 204 (380 <-> 380)
Test 205 (363 <-> 363)
Test 206 (308 <-> 308)
Test 207 (318 <-> 318)
Test 208 (298 <-> 298)
Test 209 (274 <-> 274)
Test 210 (359 <-> 359)
Test 211 (291 <-> 272)
Test 212 (318 <-> 302)
Test 213 (232 <-> 232)
Test 214 (221 <-> 191)
Test 215 (336 <-> 335)
Test 216 (336 <-> 335)
Test 217 (337 <-> 320)
Test 218 (268 <-> 244)
Test 219 (445 <-> 445)
Test 220 (347 <-> 347)
Test 221 (344 <-> 344)
Test 222 (285 <-> 285)
Test 223 (348 <-> 348)
Test 224 (407 <-> 407)
Test 225 (375 <-> 351)
Test 226 (368 <-> 368)
Test 227 (243 <-> 243)
Test 228 (295 <-> 295)
Test 229 (364 <-> 364)
Test 230 (275 <-> 275)
Test 231 (305 <-> 287)
Test 232 (333 <-> 333)
Test 233 (337 <-> 293)
Test 234 (276 <-> 276)
Test 235 (332 <-> 327)
Test 236 (281 <-> 281)
Test 237 (264 <-> 264)
Test 238 (357 <-> 291)
Test 239 (221 <-> 217)
Test 240 (294 <-> 294)
Test 241 (274 <-> 247)
Test 242 (346 <-> 346)
Test 243 (368 <-> 367)
Test 244 (397 <-> 397)
Test 245 (239 <-> 238)
Test 246 (353 <-> 339)
Test 247 (333 <-> 333)
Test 248 (279 <-> 279)
Test 249 (352 <-> 352)
Test 250 (265 <-> 219)
Test 251 (303 <-> 235)
Test 252 (318 <-> 318)
Test 253 (251 <-> 249)
Test 254 (287 <-> 218)
Test 255 (244 <-> 244)
Test 256 (421 <-> 408)
Test 257 (275 <-> 242)
Test 258 (284 <-> 272)
Test 259 (370 <-> 337)
Test 260 (348 <-> 332)
Test 261 (275 <-> 275)
Test 262 (329 <-> 325)
Test 263 (413 <-> 384)
Test 264 (273 <-> 273)
Test 265 (307 <-> 264)
Test 266 (292 <-> 292)
Test 267 (308 <-> 305)
Test 268 (390 <-> 377)
Test 269 (418 <-> 412)
Test 270 (331 <-> 306)
Test 271 (373 <-> 302)
Test 272 (279 <-> 275)
Test 273 (305 <-> 295)
Test 274 (285 <-> 281)
Test 275 (278 <-> 262)
Test 276 (391 <-> 391)
Test 277 (311 <-> 311)
Test 278 (312 <-> 312)
Test 279 (426 <-> 378)
Test 280 (234 <-> 227)
Test 281 (328 <-> 320)
Test 282 (363 <-> 309)
Test 283 (351 <-> 310)
Test 284 (266 <-> 254)
Test 285 (402 <-> 402)
Test 286 (301 <-> 301)
Test 287 (248 <-> 238)
Test 288 (322 <-> 322)
Test 289 (275 <-> 275)
Test 290 (332 <-> 332)
Test 291 (380 <-> 331)
Test 292 (336 <-> 336)
Test 293 (274 <-> 274)
Test 294 (410 <-> 347)
Test 295 (339 <-> 282)
Test 296 (310 <-> 310)
Test 297 (348 <-> 321)
Test 298 (359 <-> 353)
Test 299 (369 <-> 369)
Test 300 (408 <-> 404)
Test 301 (332 <-> 332)
Test 302 (292 <-> 292)
Test 303 (352 <-> 328)
Test 304 (375 <-> 375)
Test 305 (329 <-> 329)
Test 306 (319 <-> 319)
Test 307 (329 <-> 329)
Test 308 (369 <-> 369)
Test 309 (351 <-> 351)
Test 310 (302 <-> 302)
Test 311 (317 <-> 317)
Test 312 (305 <-> 231)
Test 313 (267 <-> 213)
Test 314 (325 <-> 303)
Test 315 (263 <-> 263)
Test 316 (361 <-> 361)
Test 317 (339 <-> 339)
Test 318 (298 <-> 266)
Test 319 (445 <-> 445)
Test 320 (311 <-> 274)
Test 321 (375 <-> 298)
Test 322 (232 <-> 232)
Test 323 (397 <-> 350)
Test 324 (415 <-> 415)
Test 325 (303 <-> 303)
Test 326 (294 <-> 294)
Test 327 (368 <-> 367)
Test 328 (311 <-> 311)
Test 329 (263 <-> 215)
Test 330 (301 <-> 261)
Test 331 (362 <-> 362)
Test 332 (317 <-> 312)
Test 333 (305 <-> 283)
Test 334 (285 <-> 268)
Test 335 (308 <-> 269)
Test 336 (303 <-> 253)
Test 337 (315 <-> 265)
Test 338 (421 <-> 421)
Test 339 (268 <-> 217)
Test 340 (310 <-> 268)
Test 341 (320 <-> 320)
Test 342 (298 <-> 298)
Test 343 (377 <-> 377)
Test 344 (339 <-> 298)
Test 345 (384 <-> 384)
Test 346 (365 <-> 365)
Test 347 (378 <-> 348)
Test 348 (296 <-> 246)
Test 349 (316 <-> 316)
Test 350 (275 <-> 264)
Test 351 (298 <-> 298)
Test 352 (323 <-> 318)
Test 353 (333 <-> 301)
Test 354 (328 <-> 321)
Test 355 (331 <-> 326)
Test 356 (354 <-> 354)
Test 357 (395 <-> 370)
Test 358 (364 <-> 344)
Test 359 (413 <-> 382)
Test 360 (341 <-> 280)
Test 361 (434 <-> 434)
Test 362 (246 <-> 246)
Test 363 (314 <-> 304)
Test 364 (342 <-> 315)
Test 365 (275 <-> 275)
Test 366 (395 <-> 346)
Test 367 (303 <-> 287)
Test 368 (352 <-> 282)
Test 369 (244 <-> 244)
Test 370 (268 <-> 268)
Test 371 (259 <-> 226)
Test 372 (284 <-> 284)
Test 373 (263 <-> 214)
Test 374 (323 <-> 310)
Test 375 (375 <-> 375)
Test 376 (272 <-> 272)
Test 377 (247 <-> 238)
Test 378 (357 <-> 357)
Test 379 (308 <-> 308)
Test 380 (366 <-> 341)
Test 381 (375 <-> 375)
Test 382 (368 <-> 299)
Test 383 (323 <-> 296)
Test 384 (327 <-> 327)
Test 385 (378 <-> 378)
Test 386 (378 <-> 378)
Test 387 (248 <-> 180)
Test 388 (311 <-> 277)
Test 389 (341 <-> 316)
Test 390 (372 <-> 372)
Test 391 (316 <-> 314)
Test 392 (317 <-> 299)
Test 393 (376 <-> 360)
Test 394 (352 <-> 352)
Test 395 (368 <-> 351)
Test 396 (362 <-> 362)
Test 397 (375 <-> 316)
Test 398 (315 <-> 306)
Test 399 (338 <-> 336)
Test 400 (295 <-> 271)
Test 401 (355 <-> 355)
Test 402 (307 <-> 307)
Test 403 (280 <-> 234)
Test 404 (338 <-> 243)
Test 405 (232 <-> 232)
Test 406 (311 <-> 294)
Test 407 (222 <-> 210)
Test 408 (436 <-> 436)
Test 409 (391 <-> 391)
Test 410 (310 <-> 289)
Test 411 (338 <-> 338)
Test 412 (262 <-> 227)
Test 413 (324 <-> 324)
Test 414 (345 <-> 318)
Test 415 (365 <-> 332)
Test 416 (342 <-> 342)
Test 417 (302 <-> 276)
Test 418 (328 <-> 266)
Test 419 (302 <-> 301)
Test 420 (406 <-> 406)
Test 421 (398 <-> 398)
Test 422 (310 <-> 310)
Test 423 (378 <-> 274)
Test 424 (299 <-> 299)
Test 425 (285 <-> 285)
Test 426 (288 <-> 258)
Test 427 (323 <-> 323)
Test 428 (383 <-> 383)
Test 429 (278 <-> 275)
Test 430 (291 <-> 274)
Test 431 (361 <-> 361)
Test 432 (311 <-> 311)
Test 433 (249 <-> 197)
Test 434 (367 <-> 347)
Test 435 (307 <-> 279)
Test 436 (270 <-> 270)
Test 437 (364 <-> 364)
Test 438 (373 <-> 373)
Test 439 (250 <-> 250)
Test 440 (344 <-> 344)
Test 441 (311 <-> 311)
Test 442 (218 <-> 193)
Test 443 (337 <-> 337)
Test 444 (407 <-> 407)
Test 445 (398 <-> 398)
Test 446 (256 <-> 256)
Test 447 (341 <-> 341)
Test 448 (264 <-> 215)
Test 449 (307 <-> 285)
Test 450 (375 <-> 375)
Test 451 (298 <-> 298)
Test 452 (332 <-> 332)
Test 453 (363 <-> 363)
Test 454 (327 <-> 295)
Test 455 (307 <-> 307)
Test 456 (291 <-> 235)
Test 457 (340 <-> 340)
Test 458 (287 <-> 258)
Test 459 (278 <-> 268)
Test 460 (407 <-> 407)
Test 461 (392 <-> 392)
Test 462 (317 <-> 317)
Test 463 (186 <-> 166)
Test 464 (291 <-> 291)
Test 465 (393 <-> 379)
Test 466 (340 <-> 307)
Test 467 (190 <-> 190)
Test 468 (247 <-> 247)
Test 469 (343 <-> 340)
Test 470 (298 <-> 298)
Test 471 (349 <-> 349)
Test 472 (327 <-> 327)
Test 473 (247 <-> 247)
Test 474 (360 <-> 338)
Test 475 (255 <-> 249)
Test 476 (302 <-> 288)
Test 477 (390 <-> 390)
Test 478 (302 <-> 302)
Test 479 (370 <-> 311)
Test 480 (320 <-> 320)
Test 481 (348 <-> 348)
Test 482 (345 <-> 345)
Test 483 (285 <-> 285)
Test 484 (255 <-> 215)
Test 485 (408 <-> 408)
Test 486 (246 <-> 234)
Test 487 (229 <-> 229)
Test 488 (218 <-> 218)
Test 489 (428 <-> 428)
Test 490 (323 <-> 323)
Test 491 (354 <-> 286)
Test 492 (393 <-> 393)
Test 493 (395 <-> 395)
Test 494 (301 <-> 301)
Test 495 (362 <-> 350)
Test 496 (372 <-> 359)
Test 497 (341 <-> 341)
Test 498 (393 <-> 361)
Test 499 (374 <-> 374)
Test 500 (401 <-> 401)
Test 501 (358 <-> 330)
Test 502 (426 <-> 399)
Test 503 (331 <-> 331)
Test 504 (262 <-> 218)
Test 505 (337 <-> 329)
Test 506 (263 <-> 263)
Test 507 (415 <-> 315)
Test 508 (277 <-> 253)
Test 509 (381 <-> 381)
Test 510 (400 <-> 400)
Test 511 (305 <-> 248)
Test 512 (359 <-> 359)
Test 513 (319 <-> 319)
Test 514 (256 <-> 256)
Test 515 (322 <-> 322)
Test 516 (360 <-> 352)
Test 517 (452 <-> 452)
Test 518 (424 <-> 424)
Test 519 (345 <-> 345)
Test 520 (229 <-> 229)
Test 521 (327 <-> 326)
Test 522 (469 <-> 469)
Test 523 (298 <-> 269)
Test 524 (383 <-> 373)
Test 525 (282 <-> 282)
Test 526 (281 <-> 280)
Test 527 (409 <-> 409)
Test 528 (369 <-> 365)
Test 529 (298 <-> 298)
Test 530 (401 <-> 366)
Test 531 (318 <-> 318)
Test 532 (274 <-> 274)
Test 533 (392 <-> 392)
Test 534 (432 <-> 376)
Test 535 (299 <-> 299)
Test 536 (328 <-> 328)
Test 537 (409 <-> 388)
Test 538 (303 <-> 303)
Test 539 (325 <-> 325)
Test 540 (319 <-> 319)
Test 541 (283 <-> 256)
Test 542 (238 <-> 238)
Test 543 (356 <-> 337)
Test 544 (316 <-> 316)
Test 545 (269 <-> 244)
Test 546 (418 <-> 387)
Test 547 (295 <-> 275)
Test 548 (350 <-> 350)
Test 549 (272 <-> 272)
Test 550 (340 <-> 340)
Test 551 (359 <-> 338)
Test 552 (294 <-> 273)
Test 553 (428 <-> 428)
Test 554 (424 <-> 424)
Test 555 (381 <-> 369)
Test 556 (263 <-> 253)
Test 557 (330 <-> 272)
Test 558 (305 <-> 260)
Test 559 (275 <-> 219)
Test 560 (361 <-> 361)
Test 561 (334 <-> 322)
Test 562 (342 <-> 325)
Test 563 (323 <-> 323)
Test 564 (240 <-> 240)
Test 565 (407 <-> 407)
Test 566 (308 <-> 252)
Test 567 (290 <-> 290)
Test 568 (319 <-> 319)
Test 569 (344 <-> 344)
Test 570 (343 <-> 341)
Test 571 (283 <-> 270)
Test 572 (304 <-> 304)
Test 573 (384 <-> 384)
Test 574 (353 <-> 320)
Test 575 (348 <-> 348)
Test 576 (330 <-> 330)
Test 577 (386 <-> 351)
Test 578 (252 <-> 252)
Test 579 (395 <-> 387)
Test 580 (354 <-> 354)
Test 581 (292 <-> 237)
Test 582 (390 <-> 390)
Test 583 (247 <-> 247)
Test 584 (384 <-> 384)
Test 585 (265 <-> 265)
Test 586 (364 <-> 364)
Test 587 (344 <-> 329)
Test 588 (364 <-> 351)
Test 589 (380 <-> 380)
Test 590 (350 <-> 350)
Test 591 (378 <-> 378)
Test 592 (225 <-> 217)
Test 593 (307 <-> 307)
Test 594 (263 <-> 256)
Test 595 (278 <-> 274)
Test 596 (456 <-> 456)
Test 597 (290 <-> 290)
Test 598 (374 <-> 374)
Test 599 (361 <-> 361)
Test 600 (356 <-> 308)
Test 601 (297 <-> 288)
Test 602 (338 <-> 338)
Test 603 (270 <-> 270)
Test 604 (310 <-> 310)
Test 605 (370 <-> 338)
Test 606 (305 <-> 305)
Test 607 (271 <-> 268)
Test 608 (284 <-> 274)
Test 609 (278 <-> 278)
Test 610 (366 <-> 366)
Test 611 (324 <-> 293)
Test 612 (308 <-> 273)
Test 613 (343 <-> 343)
Test 614 (325 <-> 304)
Test 615 (337 <-> 337)
Test 616 (354 <-> 354)
Test 617 (387 <-> 387)
Test 618 (241 <-> 241)
Test 619 (327 <-> 327)
Test 620 (426 <-> 426)
Test 621 (384 <-> 384)
Test 622 (284 <-> 284)
Test 623 (337 <-> 337)
Test 624 (275 <-> 261)
Test 625 (298 <-> 298)
Test 626 (368 <-> 299)
Test 627 (330 <-> 290)
Test 628 (389 <-> 365)
Test 629 (320 <-> 289)
Test 630 (348 <-> 348)
Test 631 (359 <-> 341)
Test 632 (357 <-> 357)
Test 633 (343 <-> 334)
Test 634 (330 <-> 297)
Test 635 (280 <-> 273)
Test 636 (316 <-> 284)
Test 637 (353 <-> 342)
Test 638 (232 <-> 232)
Test 639 (299 <-> 290)
Test 640 (343 <-> 343)
Test 641 (323 <-> 293)
Test 642 (342 <-> 338)
Test 643 (339 <-> 339)
Test 644 (289 <-> 266)
Test 645 (293 <-> 291)
Test 646 (367 <-> 357)
Test 647 (295 <-> 231)
Test 648 (373 <-> 278)
Test 649 (325 <-> 267)
Test 650 (281 <-> 192)
Test 651 (343 <-> 292)
Test 652 (274 <-> 241)
Test 653 (365 <-> 365)
Test 654 (324 <-> 272)
Test 655 (407 <-> 370)
Test 656 (355 <-> 300)
Test 657 (319 <-> 319)
Test 658 (330 <-> 310)
Test 659 (347 <-> 332)
Test 660 (283 <-> 226)
Test 661 (310 <-> 310)
Test 662 (265 <-> 261)
Test 663 (362 <-> 362)
Test 664 (341 <-> 289)
Test 665 (400 <-> 400)
Test 666 (350 <-> 292)
Test 667 (288 <-> 259)
Test 668 (335 <-> 335)
Test 669 (206 <-> 206)
Test 670 (318 <-> 316)
Test 671 (228 <-> 228)
Test 672 (323 <-> 323)
Test 673 (389 <-> 389)
Test 674 (303 <-> 303)
Test 675 (332 <-> 315)
Test 676 (389 <-> 304)
Test 677 (255 <-> 224)
Test 678 (352 <-> 352)
Test 679 (372 <-> 372)
Test 680 (213 <-> 168)
Test 681 (304 <-> 285)
Test 682 (426 <-> 418)
Test 683 (377 <-> 377)
Test 684 (235 <-> 225)
Test 685 (331 <-> 320)
Test 686 (329 <-> 254)
Test 687 (318 <-> 276)
Test 688 (243 <-> 232)
Test 689 (248 <-> 248)
Test 690 (391 <-> 385)
Test 691 (319 <-> 319)
Test 692 (335 <-> 320)
Test 693 (400 <-> 400)
Test 694 (384 <-> 298)
Test 695 (284 <-> 273)
Test 696 (337 <-> 299)
Test 697 (327 <-> 327)
Test 698 (329 <-> 273)
Test 699 (273 <-> 273)
Test 700 (354 <-> 354)
Test 701 (332 <-> 332)
Test 702 (194 <-> 193)
Test 703 (307 <-> 289)
Test 704 (417 <-> 414)
Test 705 (276 <-> 276)
Test 706 (343 <-> 327)
Test 707 (394 <-> 347)
Test 708 (345 <-> 307)
Test 709 (291 <-> 291)
Test 710 (286 <-> 286)
Test 711 (311 <-> 311)
Test 712 (361 <-> 361)
Test 713 (383 <-> 372)
Test 714 (389 <-> 389)
Test 715 (318 <-> 256)
Test 716 (347 <-> 347)
Test 717 (302 <-> 287)
Test 718 (313 <-> 309)
Test 719 (366 <-> 366)
Test 720 (288 <-> 288)
Test 721 (347 <-> 347)
Test 722 (273 <-> 212)
Test 723 (386 <-> 386)
Test 724 (308 <-> 291)
Test 725 (252 <-> 252)
Test 726 (287 <-> 287)
Test 727 (311 <-> 311)
Test 728 (310 <-> 232)
Test 729 (374 <-> 374)
Test 730 (171 <-> 171)
Test 731 (392 <-> 366)
Test 732 (203 <-> 180)
Test 733 (287 <-> 265)
Test 734 (272 <-> 272)
Test 735 (328 <-> 328)
Test 736 (256 <-> 256)
Test 737 (412 <-> 412)
Test 738 (299 <-> 299)
Test 739 (351 <-> 351)
Test 740 (265 <-> 231)
Test 741 (420 <-> 357)
Test 742 (334 <-> 287)
Test 743 (283 <-> 276)
Test 744 (395 <-> 360)
Test 745 (432 <-> 414)
Test 746 (392 <-> 392)
Test 747 (307 <-> 307)
Test 748 (326 <-> 290)
Test 749 (373 <-> 373)
Test 750 (381 <-> 381)
Test 751 (329 <-> 265)
Test 752 (353 <-> 353)
Test 753 (352 <-> 352)
Test 754 (384 <-> 382)
Test 755 (355 <-> 355)
Test 756 (347 <-> 311)
Test 757 (338 <-> 338)
Test 758 (308 <-> 308)
Test 759 (379 <-> 379)
Test 760 (409 <-> 409)
Test 761 (446 <-> 431)
Test 762 (270 <-> 233)
Test 763 (315 <-> 315)
Test 764 (337 <-> 337)
Test 765 (333 <-> 332)
Test 766 (375 <-> 375)
Test 767 (348 <-> 348)
Test 768 (268 <-> 234)
Test 769 (380 <-> 380)
Test 770 (348 <-> 332)
Test 771 (320 <-> 285)
Test 772 (290 <-> 290)
Test 773 (322 <-> 322)
Test 774 (279 <-> 279)
Test 775 (407 <-> 378)
Test 776 (330 <-> 315)
Test 777 (286 <-> 211)
Test 778 (333 <-> 277)
Test 779 (318 <-> 286)
Test 780 (359 <-> 306)
Test 781 (363 <-> 311)
Test 782 (326 <-> 322)
Test 783 (338 <-> 308)
Test 784 (285 <-> 285)
